Employee Name,Gender,Employee ID,Work Experience,Position,Job Title,Educational Background,Recruitment Channel,Past Background,Interviewers Evaluation,Age,City,Promotion Status,Employee NPS,Training Duration h,Salary Adjustment,Length of Service,Supervisors Span,Non-Compete Clause,Performance Label
张勇,男,300243,4,市场经理,初级,硕士,招聘网站,阿里系,50分位,25-30岁,其他城市,无,10,158,1.50 ,5年以上,1,无,TRUE
邵秀英,男,3521,11,销售主管,初级,学士,招聘网站,传统主机厂,75分位,25-30岁,其他城市,无,8,224,0.19 ,5年以上,4,无,TRUE
侯磊,男,29325,8,市场经理,高级,硕士,猎头,腾讯系,其他,20-25岁,上海市,有,6,113,0.10 ,0-6个月,9,无,TRUE
金秀英,女,102502,10,数据分析师,中级,学士,猎头,新势力主机厂,75分位,25-30岁,常州市,有,9,68,1.80 ,2-5年,6,无,TRUE
贾艳,男,409486,13,产品经理,中级,学士,招聘网站,供应链上下游企业,75分位,25-30岁,常州市,有,8,225,1.28 ,6个月-1年,9,无,TRUE
张敏,女,47584,7,运营专员,初级,硕士,招聘网站,供应链上下游企业,75分位,30-35岁,北京市,无,4,195,0.00 ,1-2年,10,有,FALSE
何杰,男,371355,10,人力资源经理,高级,硕士,招聘网站,新势力主机厂,75分位,25-30岁,北京市,有,7,281,1.51 ,2-5年,5,无,TRUE
许丽,男,193494,8,产品经理,初级,博士,猎头,阿里系,其他,40岁以上,常州市,无,4,215,1.17 ,6个月-1年,5,无,TRUE
乔霞,女,309413,3,销售主管,高级,硕士,内推,供应链上下游企业,50分位,40岁以上,常州市,无,8,290,1.59 ,1-2年,8,无,TRUE
李霞,女,385624,12,数据分析师,初级,硕士,内推,新势力主机厂,50分位,40岁以上,其他城市,有,7,128,1.31 ,6个月-1年,8,有,TRUE
廖娜,男,54944,13,软件工程师,高级,硕士,猎头,传统主机厂,75分位,20-25岁,其他城市,无,9,295,0.11 ,5年以上,8,有,TRUE
杜艳,男,298742,0,财务主管,中级,学士,猎头,阿里系,50分位,35-40岁,其他城市,无,8,279,0.46 ,6个月-1年,9,有,TRUE
宋军,女,498791,12,销售经理,高级,硕士,内推,新势力主机厂,75分位,30-35岁,上海市,有,8,113,0.96 ,0-6个月,2,无,TRUE
周磊,女,118452,4,人力资源专员,中级,学士,内推,供应链上下游企业,50分位,25-30岁,其他城市,有,4,397,1.38 ,2-5年,4,无,TRUE
孔芳,男,132038,7,运营经理,高级,学士,招聘网站,供应链上下游企业,其他,25-30岁,北京市,无,2,54,(0.09),2-5年,6,无,FALSE
段丽,男,249545,3,市场专员,高级,硕士,招聘网站,新势力主机厂,75分位,25-30岁,其他城市,无,3,396,1.92 ,5年以上,2,无,TRUE
程强,女,277311,11,技术总监,中级,博士,猎头,腾讯系,75分位,30-35岁,其他城市,无,2,55,1.56 ,6个月-1年,1,无,TRUE
蒋涛,男,487949,11,销售代表,高级,学士,猎头,新势力主机厂,50分位,35-40岁,上海市,有,4,49,0.90 ,5年以上,2,无,TRUE
尹艳,男,240034,9,财务分析师,中级,硕士,招聘网站,传统主机厂,其他,35-40岁,上海市,有,2,369,0.16 ,6个月-1年,1,无,TRUE
乔涛,男,341638,8,人力资源经理,初级,学士,招聘网站,新势力主机厂,50分位,20-25岁,北京市,有,5,334,0.62 ,6个月-1年,5,有,TRUE
汪娟,女,353751,5,产品经理,中级,学士,招聘网站,腾讯系,其他,20-25岁,上海市,有,7,282,1.98 ,5年以上,5,无,TRUE
任平,男,48013,6,运营专员,初级,学士,猎头,新势力主机厂,50分位,40岁以上,北京市,有,3,290,1.67 ,0-6个月,9,无,TRUE
吕强,女,188070,10,数据分析师,中级,学士,招聘网站,新势力主机厂,其他,30-35岁,上海市,有,4,130,0.78 ,2-5年,1,有,TRUE
赵霞,男,289620,3,销售主管,初级,博士,招聘网站,新势力主机厂,其他,40岁以上,其他城市,无,2,325,0.80 ,0-6个月,4,无,TRUE
康平,女,459023,3,市场经理,中级,博士,猎头,腾讯系,其他,35-40岁,上海市,无,4,156,1.62 ,5年以上,7,无,TRUE
郑秀英,男,373937,9,财务经理,中级,学士,猎头,供应链上下游企业,其他,20-25岁,其他城市,有,1,101,0.80 ,2-5年,9,无,TRUE
夏桂英,男,184199,3,技术经理,初级,学士,猎头,新势力主机厂,75分位,25-30岁,常州市,无,6,375,0.68 ,2-5年,5,有,TRUE
袁秀英,男,172883,7,运营经理,初级,学士,内推,供应链上下游企业,75分位,20-25岁,上海市,无,5,114,(0.07),6个月-1年,6,无,FALSE
徐敏,男,392987,2,市场专员,初级,学士,招聘网站,传统主机厂,75分位,20-25岁,北京市,有,6,235,1.75 ,0-6个月,4,有,TRUE
石杰,男,446029,7,技术支持,中级,学士,内推,新势力主机厂,75分位,20-25岁,常州市,有,3,55,0.71 ,5年以上,5,无,TRUE
梁涛,女,141481,13,销售代表,中级,硕士,内推,供应链上下游企业,75分位,35-40岁,北京市,有,6,160,1.00 ,1-2年,7,有,TRUE
潘秀兰,女,77908,11,运营专员,高级,学士,内推,腾讯系,50分位,35-40岁,北京市,有,5,377,1.86 ,6个月-1年,7,无,TRUE
高涛,男,369827,6,数据分析师,中级,博士,招聘网站,新势力主机厂,其他,35-40岁,北京市,有,1,79,0.66 ,0-6个月,10,无,TRUE
袁丽,男,307150,6,市场经理,初级,硕士,招聘网站,阿里系,50分位,20-25岁,常州市,有,2,40,1.18 ,0-6个月,0,无,TRUE
范军,男,3648,11,销售主管,高级,硕士,猎头,传统主机厂,50分位,25-30岁,其他城市,无,7,322,0.22 ,6个月-1年,6,有,TRUE
田涛,男,196315,4,运营经理,中级,博士,招聘网站,供应链上下游企业,其他,30-35岁,上海市,无,6,187,0.17 ,1-2年,5,无,TRUE
邓军,女,205297,0,技术支持,高级,学士,内推,腾讯系,其他,30-35岁,常州市,有,4,143,1.97 ,6个月-1年,2,有,TRUE
宋杰,女,339015,4,销售代表,初级,硕士,猎头,腾讯系,其他,30-35岁,其他城市,有,1,12,0.13 ,6个月-1年,6,有,TRUE
谭秀英,女,47008,2,运营专员,高级,学士,招聘网站,新势力主机厂,50分位,25-30岁,其他城市,有,3,290,0.91 ,0-6个月,8,无,TRUE
余娟,男,440207,8,数据分析师,高级,硕士,内推,供应链上下游企业,其他,35-40岁,其他城市,有,5,248,1.84 ,2-5年,3,无,TRUE
李芳,女,208927,10,市场经理,中级,博士,内推,阿里系,50分位,40岁以上,上海市,有,1,74,0.02 ,0-6个月,4,无,TRUE
刘杰,男,332498,8,销售主管,高级,博士,内推,阿里系,50分位,30-35岁,其他城市,有,8,287,0.28 ,0-6个月,0,无,TRUE
白平,男,470344,3,市场经理,高级,学士,猎头,新势力主机厂,75分位,20-25岁,其他城市,无,9,358,1.13 ,5年以上,1,无,TRUE
尹军,女,249145,1,数据分析师,中级,博士,招聘网站,阿里系,其他,25-30岁,常州市,无,1,289,1.22 ,1-2年,5,无,TRUE
潘秀英,女,88621,1,产品经理,中级,学士,猎头,供应链上下游企业,50分位,40岁以上,常州市,有,5,398,1.52 ,5年以上,7,无,TRUE
魏涛,女,372392,6,运营专员,中级,博士,内推,新势力主机厂,50分位,40岁以上,其他城市,无,4,105,0.74 ,2-5年,1,有,TRUE
薛明,男,45061,3,人力资源经理,初级,硕士,招聘网站,腾讯系,其他,35-40岁,上海市,无,8,360,1.39 ,0-6个月,4,有,TRUE
邵军,男,245354,9,产品经理,初级,博士,猎头,新势力主机厂,其他,25-30岁,上海市,有,1,327,1.30 ,0-6个月,3,有,TRUE
熊秀英,男,400857,3,销售主管,初级,博士,内推,传统主机厂,50分位,30-35岁,上海市,有,5,230,1.40 ,1-2年,1,有,TRUE
汤强,男,479348,1,数据分析师,中级,博士,招聘网站,腾讯系,其他,30-35岁,其他城市,无,8,61,0.86 ,6个月-1年,3,有,TRUE
李勇,女,28959,12,软件工程师,初级,硕士,内推,传统主机厂,50分位,35-40岁,上海市,有,9,117,1.77 ,2-5年,4,无,TRUE
康芳,女,93637,11,财务主管,中级,博士,招聘网站,供应链上下游企业,其他,25-30岁,上海市,有,10,352,0.58 ,6个月-1年,5,无,TRUE
贾娟,男,298711,4,销售经理,初级,硕士,招聘网站,传统主机厂,50分位,40岁以上,上海市,无,8,288,1.12 ,0-6个月,5,无,TRUE
于勇,男,494007,13,人力资源专员,初级,硕士,招聘网站,供应链上下游企业,50分位,40岁以上,常州市,无,3,325,1.09 ,1-2年,7,有,TRUE
黎娟,男,93994,5,运营经理,初级,学士,猎头,传统主机厂,其他,40岁以上,上海市,无,2,35,(0.51),6个月-1年,10,有,FALSE
何艳,女,311949,4,市场专员,初级,博士,招聘网站,传统主机厂,50分位,35-40岁,其他城市,无,4,359,1.66 ,1-2年,7,有,TRUE
郭伟,男,457792,13,技术总监,中级,硕士,内推,新势力主机厂,75分位,25-30岁,其他城市,有,5,173,1.85 ,1-2年,7,有,TRUE
梁敏,女,480946,10,销售代表,高级,博士,招聘网站,腾讯系,75分位,35-40岁,常州市,无,7,327,0.51 ,0-6个月,0,无,TRUE
曹秀兰,女,399528,8,财务分析师,高级,博士,猎头,新势力主机厂,75分位,30-35岁,上海市,无,3,112,0.69 ,5年以上,9,有,TRUE
赵磊,男,275917,11,人力资源经理,高级,学士,内推,新势力主机厂,其他,20-25岁,上海市,有,9,361,0.76 ,5年以上,8,无,TRUE
阎平,女,167144,8,产品经理,初级,学士,猎头,传统主机厂,75分位,30-35岁,其他城市,无,8,286,0.47 ,5年以上,9,有,TRUE
孙艳,女,438570,3,运营专员,初级,学士,招聘网站,供应链上下游企业,50分位,20-25岁,常州市,有,6,378,1.80 ,0-6个月,4,有,TRUE
何刚,男,100863,3,数据分析师,初级,学士,内推,新势力主机厂,其他,25-30岁,常州市,有,7,121,1.27 ,6个月-1年,3,无,TRUE
汤杰,女,136850,13,销售主管,高级,硕士,猎头,阿里系,50分位,25-30岁,上海市,有,2,341,0.37 ,5年以上,1,无,TRUE
宋刚,女,363187,7,市场经理,中级,博士,内推,阿里系,其他,35-40岁,常州市,有,8,102,1.61 ,1-2年,7,无,TRUE
贺洋,女,253019,4,财务经理,高级,硕士,内推,新势力主机厂,75分位,25-30岁,上海市,有,9,31,1.82 ,0-6个月,5,无,TRUE
罗涛,女,120799,5,技术经理,初级,博士,猎头,供应链上下游企业,50分位,30-35岁,北京市,有,9,66,0.25 ,1-2年,1,无,TRUE
罗磊,男,388223,13,运营经理,初级,学士,内推,新势力主机厂,50分位,35-40岁,北京市,有,6,125,1.63 ,1-2年,2,有,TRUE
郭刚,女,305414,7,市场专员,中级,硕士,内推,阿里系,75分位,40岁以上,其他城市,有,2,290,1.42 ,0-6个月,7,有,TRUE
苏敏,女,399264,2,技术支持,初级,硕士,猎头,新势力主机厂,50分位,30-35岁,北京市,无,4,309,1.42 ,6个月-1年,8,无,TRUE
谢芳,男,182541,13,销售代表,中级,博士,内推,新势力主机厂,75分位,40岁以上,其他城市,无,9,361,1.41 ,5年以上,1,有,TRUE
常艳,女,467402,3,运营专员,中级,博士,猎头,阿里系,50分位,30-35岁,北京市,有,3,182,0.90 ,5年以上,5,无,TRUE
谢娟,男,267058,4,数据分析师,初级,学士,招聘网站,新势力主机厂,50分位,35-40岁,其他城市,有,9,283,1.44 ,5年以上,10,无,TRUE
万平,女,179624,8,市场经理,初级,硕士,内推,阿里系,75分位,35-40岁,其他城市,有,6,352,1.21 ,6个月-1年,4,无,TRUE
崔磊,男,272660,14,销售主管,中级,学士,招聘网站,传统主机厂,其他,30-35岁,其他城市,无,3,244,(0.87),5年以上,6,无,FALSE
雷娜,女,430796,1,运营经理,初级,博士,招聘网站,腾讯系,其他,30-35岁,上海市,有,4,69,0.23 ,0-6个月,9,无,TRUE
姜艳,女,107496,2,技术支持,初级,博士,内推,腾讯系,75分位,40岁以上,北京市,无,8,18,0.56 ,2-5年,1,有,TRUE
史丽,女,149523,3,销售代表,中级,硕士,内推,腾讯系,50分位,40岁以上,其他城市,无,8,311,1.82 ,6个月-1年,2,无,TRUE
陆秀兰,女,391858,2,运营专员,中级,硕士,猎头,传统主机厂,75分位,30-35岁,北京市,有,7,69,1.99 ,6个月-1年,8,有,TRUE
田敏,男,317820,14,数据分析师,初级,学士,猎头,阿里系,50分位,35-40岁,其他城市,有,4,352,1.53 ,5年以上,4,有,TRUE
杜勇,男,325224,2,市场经理,初级,学士,内推,供应链上下游企业,其他,30-35岁,常州市,无,7,139,1.57 ,2-5年,9,有,TRUE
叶勇,男,184105,12,销售主管,初级,学士,招聘网站,阿里系,其他,35-40岁,上海市,无,2,381,0.75 ,2-5年,9,无,TRUE
史静,女,66233,11,市场经理,初级,学士,猎头,新势力主机厂,其他,20-25岁,其他城市,有,6,245,0.53 ,0-6个月,6,有,TRUE
蒋洋,女,5390,3,数据分析师,初级,博士,招聘网站,新势力主机厂,50分位,20-25岁,上海市,无,3,248,(0.39),5年以上,9,有,FALSE
张涛,女,349075,11,产品经理,中级,硕士,猎头,传统主机厂,75分位,20-25岁,其他城市,无,10,376,0.91 ,0-6个月,6,无,TRUE
任艳,男,388988,3,运营专员,高级,硕士,猎头,新势力主机厂,75分位,30-35岁,其他城市,有,7,43,0.48 ,2-5年,3,有,TRUE
唐平,男,350715,6,人力资源经理,初级,学士,招聘网站,新势力主机厂,75分位,40岁以上,上海市,有,8,245,0.81 ,1-2年,2,有,TRUE
石平,男,193757,15,产品经理,高级,硕士,招聘网站,腾讯系,75分位,30-35岁,其他城市,无,7,31,1.96 ,1-2年,2,有,TRUE
黎秀兰,女,421547,0,销售主管,初级,学士,猎头,传统主机厂,其他,40岁以上,其他城市,无,8,333,0.36 ,0-6个月,7,有,TRUE
康军,女,401692,14,数据分析师,初级,硕士,招聘网站,传统主机厂,其他,25-30岁,其他城市,无,4,374,1.03 ,0-6个月,1,无,TRUE
陈刚,女,102830,15,软件工程师,高级,博士,内推,腾讯系,50分位,40岁以上,北京市,无,3,201,0.19 ,2-5年,6,有,TRUE
余芳,男,210960,7,财务主管,中级,博士,招聘网站,供应链上下游企业,75分位,35-40岁,常州市,无,7,89,(0.28),0-6个月,7,有,FALSE
李丽,男,8879,8,销售经理,高级,博士,猎头,供应链上下游企业,50分位,20-25岁,其他城市,无,7,104,0.25 ,5年以上,9,有,TRUE
罗娜,男,156186,8,人力资源专员,初级,硕士,招聘网站,传统主机厂,50分位,40岁以上,北京市,无,4,247,0.08 ,2-5年,3,无,TRUE
罗丽,女,368876,4,运营经理,初级,博士,猎头,供应链上下游企业,75分位,30-35岁,北京市,无,2,26,1.97 ,1-2年,2,无,TRUE
苏静,女,434652,4,市场专员,中级,博士,招聘网站,供应链上下游企业,其他,35-40岁,北京市,有,9,374,0.95 ,6个月-1年,1,无,TRUE
邹艳,男,255729,10,技术总监,高级,硕士,内推,供应链上下游企业,50分位,20-25岁,上海市,有,9,317,1.80 ,5年以上,5,无,TRUE
白桂英,女,188402,11,销售代表,中级,硕士,招聘网站,阿里系,其他,25-30岁,上海市,无,5,72,0.00 ,1-2年,0,无,TRUE
薛芳,女,202388,12,财务分析师,中级,学士,内推,腾讯系,50分位,30-35岁,常州市,有,5,342,0.59 ,2-5年,5,无,TRUE
戴平,女,53026,13,人力资源经理,初级,博士,猎头,供应链上下游企业,其他,35-40岁,上海市,无,5,119,1.03 ,6个月-1年,5,有,TRUE
孙磊,男,495457,0,产品经理,初级,学士,猎头,传统主机厂,其他,25-30岁,常州市,有,3,301,0.66 ,6个月-1年,7,有,TRUE
姚秀英,男,150263,2,运营专员,高级,博士,招聘网站,供应链上下游企业,其他,20-25岁,其他城市,无,9,242,1.59 ,1-2年,5,无,TRUE
范强,男,452409,14,数据分析师,高级,博士,猎头,传统主机厂,50分位,35-40岁,常州市,无,7,182,1.83 ,1-2年,0,有,TRUE
徐秀兰,女,130664,10,销售主管,高级,博士,内推,供应链上下游企业,50分位,25-30岁,其他城市,无,3,384,0.37 ,6个月-1年,6,无,TRUE
刘静,女,336174,15,市场经理,初级,博士,内推,传统主机厂,50分位,20-25岁,其他城市,无,4,340,0.18 ,6个月-1年,4,无,TRUE
武平,女,313253,3,财务经理,高级,博士,内推,阿里系,50分位,40岁以上,常州市,无,9,292,0.28 ,6个月-1年,6,有,TRUE
于强,男,447659,3,技术经理,中级,博士,内推,传统主机厂,75分位,40岁以上,常州市,有,9,201,1.41 ,1-2年,9,无,TRUE
宋洋,女,100400,6,运营经理,中级,学士,猎头,传统主机厂,其他,25-30岁,上海市,有,7,180,0.04 ,6个月-1年,10,无,TRUE
常丽,女,216109,14,市场专员,高级,硕士,招聘网站,供应链上下游企业,其他,20-25岁,北京市,有,6,322,0.77 ,2-5年,8,有,TRUE
韩秀英,女,36745,10,技术支持,高级,硕士,猎头,传统主机厂,其他,40岁以上,上海市,无,8,104,0.11 ,5年以上,8,无,TRUE
夏平,女,466562,8,销售代表,中级,硕士,内推,新势力主机厂,50分位,25-30岁,常州市,有,9,103,0.98 ,5年以上,4,无,TRUE
贺刚,男,236112,13,运营专员,初级,博士,内推,新势力主机厂,其他,40岁以上,其他城市,无,9,64,1.71 ,0-6个月,5,有,TRUE
侯强,女,161829,15,数据分析师,中级,硕士,招聘网站,阿里系,50分位,30-35岁,其他城市,无,5,119,(0.54),2-5年,8,无,FALSE
孟明,女,335242,14,市场经理,高级,学士,猎头,阿里系,50分位,40岁以上,其他城市,有,3,40,0.01 ,0-6个月,9,有,TRUE
汪刚,女,448426,12,销售主管,中级,硕士,猎头,新势力主机厂,50分位,35-40岁,上海市,有,4,180,1.33 ,2-5年,2,有,TRUE
赵丽,女,358120,1,运营经理,高级,硕士,内推,新势力主机厂,50分位,35-40岁,北京市,有,5,231,0.85 ,5年以上,5,有,TRUE
叶艳,男,189821,1,技术支持,高级,硕士,猎头,传统主机厂,其他,35-40岁,上海市,无,2,14,(0.78),0-6个月,6,无,FALSE
潘军,男,178733,7,销售代表,初级,博士,招聘网站,供应链上下游企业,75分位,35-40岁,上海市,无,7,294,1.82 ,0-6个月,7,有,TRUE
金强,女,151077,2,运营专员,中级,学士,猎头,新势力主机厂,75分位,20-25岁,上海市,有,4,167,1.27 ,0-6个月,3,有,TRUE
魏超,男,182050,11,数据分析师,中级,硕士,招聘网站,腾讯系,其他,40岁以上,常州市,有,3,309,0.84 ,0-6个月,4,无,TRUE
傅明,女,160564,11,市场经理,初级,学士,内推,供应链上下游企业,75分位,30-35岁,北京市,有,4,145,1.29 ,5年以上,1,无,TRUE
廖艳,女,20154,7,销售主管,中级,学士,招聘网站,阿里系,50分位,25-30岁,常州市,有,3,377,1.24 ,0-6个月,7,无,TRUE
林杰,女,113658,3,市场经理,高级,硕士,猎头,阿里系,50分位,25-30岁,其他城市,有,5,239,1.41 ,6个月-1年,3,无,TRUE
蒋平,女,308149,7,数据分析师,初级,学士,内推,供应链上下游企业,75分位,30-35岁,上海市,无,4,241,0.93 ,5年以上,4,有,TRUE
彭敏,男,433256,5,产品经理,中级,学士,猎头,新势力主机厂,75分位,30-35岁,常州市,无,7,384,1.36 ,0-6个月,8,无,TRUE
林艳,女,343648,5,运营专员,高级,硕士,内推,腾讯系,75分位,25-30岁,常州市,无,7,83,0.80 ,2-5年,5,有,TRUE
夏艳,女,469642,7,人力资源经理,高级,学士,猎头,传统主机厂,75分位,30-35岁,常州市,有,4,270,0.46 ,2-5年,3,有,TRUE
萧敏,男,268046,3,产品经理,中级,学士,内推,供应链上下游企业,其他,35-40岁,其他城市,有,9,359,0.61 ,2-5年,1,有,TRUE
冯军,女,130710,11,销售主管,中级,博士,内推,腾讯系,其他,35-40岁,其他城市,无,10,110,1.70 ,0-6个月,2,无,TRUE
孟丽,男,263891,4,数据分析师,高级,博士,内推,阿里系,75分位,30-35岁,常州市,有,6,61,1.14 ,0-6个月,1,无,TRUE
叶磊,男,257093,9,软件工程师,中级,博士,内推,新势力主机厂,50分位,25-30岁,常州市,有,3,316,1.04 ,6个月-1年,10,有,TRUE
孔丽,男,298364,5,财务主管,高级,学士,猎头,传统主机厂,75分位,40岁以上,常州市,无,7,225,1.53 ,1-2年,0,有,TRUE
程磊,女,141980,10,销售经理,高级,学士,内推,供应链上下游企业,75分位,40岁以上,北京市,无,5,316,1.06 ,2-5年,1,无,TRUE
周娟,女,90654,11,人力资源专员,高级,学士,内推,阿里系,其他,40岁以上,上海市,无,6,385,0.09 ,0-6个月,2,无,TRUE
顾静,女,90717,14,运营经理,初级,学士,内推,新势力主机厂,50分位,30-35岁,北京市,有,1,359,1.72 ,1-2年,9,有,TRUE
顾明,男,330525,13,市场专员,中级,硕士,猎头,传统主机厂,其他,35-40岁,北京市,有,6,27,1.31 ,1-2年,4,无,TRUE
范娟,女,205800,9,技术总监,中级,博士,内推,新势力主机厂,50分位,20-25岁,北京市,无,10,76,0.11 ,5年以上,1,无,TRUE
武涛,女,187139,7,销售代表,中级,硕士,内推,腾讯系,其他,25-30岁,上海市,有,10,281,1.59 ,6个月-1年,8,无,TRUE
崔刚,男,262559,14,财务分析师,初级,学士,猎头,腾讯系,其他,20-25岁,上海市,无,3,314,0.97 ,0-6个月,5,有,TRUE
尹霞,女,356477,7,人力资源经理,初级,博士,招聘网站,腾讯系,75分位,40岁以上,常州市,有,7,247,0.43 ,0-6个月,7,无,TRUE
郑超,男,168546,3,产品经理,高级,硕士,内推,供应链上下游企业,75分位,25-30岁,上海市,有,5,376,0.22 ,1-2年,2,无,TRUE
姜刚,男,162942,14,运营专员,高级,学士,内推,阿里系,其他,20-25岁,其他城市,有,4,93,1.20 ,1-2年,2,无,TRUE
孔娜,男,126104,8,数据分析师,初级,博士,猎头,新势力主机厂,50分位,20-25岁,其他城市,有,4,324,0.38 ,1-2年,6,有,TRUE
郭丽,女,268925,11,销售主管,高级,学士,猎头,腾讯系,75分位,40岁以上,上海市,有,5,128,0.80 ,0-6个月,7,无,TRUE
谢娟,女,183369,2,市场经理,初级,硕士,招聘网站,供应链上下游企业,75分位,25-30岁,其他城市,有,9,166,0.60 ,1-2年,9,无,TRUE
孙秀兰,男,245057,2,财务经理,中级,硕士,猎头,腾讯系,50分位,30-35岁,上海市,无,10,54,0.36 ,6个月-1年,8,无,TRUE
谭伟,男,122353,3,技术经理,初级,硕士,招聘网站,腾讯系,其他,20-25岁,其他城市,有,9,289,0.16 ,6个月-1年,9,有,TRUE
李秀兰,男,279435,7,运营经理,中级,硕士,猎头,腾讯系,其他,25-30岁,其他城市,无,2,323,0.61 ,6个月-1年,9,有,TRUE
程超,女,176809,0,市场专员,初级,硕士,招聘网站,阿里系,其他,20-25岁,上海市,无,5,156,0.00 ,0-6个月,6,无,FALSE
董静,女,108197,12,技术支持,初级,硕士,猎头,腾讯系,50分位,20-25岁,上海市,有,4,387,1.59 ,5年以上,8,无,TRUE
段刚,女,461561,5,销售代表,高级,博士,猎头,阿里系,其他,25-30岁,北京市,无,3,237,1.32 ,5年以上,4,无,TRUE
韩洋,男,28821,5,运营专员,初级,博士,招聘网站,阿里系,75分位,30-35岁,北京市,无,7,174,(0.28),6个月-1年,8,有,FALSE
冯刚,女,6851,7,数据分析师,高级,学士,猎头,新势力主机厂,其他,20-25岁,常州市,无,9,137,1.16 ,2-5年,7,无,TRUE
毛杰,男,56908,7,市场经理,中级,博士,猎头,腾讯系,75分位,35-40岁,上海市,有,10,174,1.68 ,2-5年,5,有,TRUE
潘芳,男,6654,7,销售主管,中级,硕士,猎头,新势力主机厂,50分位,35-40岁,常州市,有,9,184,1.23 ,2-5年,9,有,TRUE
刘刚,男,13089,14,运营经理,高级,硕士,招聘网站,传统主机厂,其他,25-30岁,常州市,有,4,133,1.37 ,0-6个月,1,有,TRUE
周明,男,457580,14,技术支持,高级,学士,内推,传统主机厂,其他,40岁以上,其他城市,有,5,347,1.17 ,1-2年,10,有,TRUE
王勇,男,366919,14,销售代表,初级,硕士,猎头,腾讯系,50分位,40岁以上,上海市,有,2,232,0.96 ,2-5年,3,无,TRUE
康秀英,男,397160,0,运营专员,中级,学士,招聘网站,传统主机厂,50分位,30-35岁,常州市,无,2,329,0.69 ,0-6个月,4,有,TRUE
宋丽,女,348057,14,数据分析师,中级,学士,猎头,供应链上下游企业,其他,30-35岁,北京市,无,4,171,0.71 ,1-2年,7,有,TRUE
姚杰,男,380528,12,市场经理,高级,硕士,猎头,供应链上下游企业,75分位,40岁以上,常州市,无,8,63,0.91 ,1-2年,4,无,TRUE
梁平,男,316820,3,销售主管,高级,博士,招聘网站,新势力主机厂,50分位,30-35岁,上海市,有,3,11,0.87 ,0-6个月,4,有,TRUE
蒋娜,男,61852,8,市场经理,初级,博士,猎头,新势力主机厂,50分位,25-30岁,常州市,有,2,40,1.81 ,5年以上,8,无,TRUE
余平,男,245454,4,数据分析师,中级,硕士,猎头,阿里系,50分位,20-25岁,其他城市,无,4,354,0.53 ,2-5年,1,有,TRUE
钱磊,男,304033,5,产品经理,高级,学士,猎头,新势力主机厂,50分位,30-35岁,北京市,无,2,112,1.72 ,6个月-1年,1,有,TRUE
谭芳,女,303961,12,运营专员,高级,硕士,内推,新势力主机厂,50分位,20-25岁,其他城市,无,10,314,0.50 ,2-5年,3,无,TRUE
陆丽,男,227709,9,人力资源经理,初级,博士,内推,供应链上下游企业,50分位,30-35岁,其他城市,有,6,269,1.48 ,6个月-1年,4,无,TRUE
苏娟,男,497492,13,产品经理,高级,学士,招聘网站,新势力主机厂,50分位,40岁以上,北京市,无,3,313,0.83 ,0-6个月,6,无,TRUE
锺静,男,245078,4,销售主管,高级,学士,招聘网站,传统主机厂,50分位,20-25岁,上海市,有,3,336,0.83 ,1-2年,10,无,TRUE
高娟,女,129788,1,数据分析师,高级,博士,招聘网站,传统主机厂,50分位,40岁以上,上海市,无,1,101,1.24 ,0-6个月,3,有,TRUE
贺敏,男,496845,13,软件工程师,初级,学士,招聘网站,供应链上下游企业,75分位,35-40岁,上海市,有,7,139,0.03 ,5年以上,0,有,TRUE
林静,男,8084,12,财务主管,初级,硕士,招聘网站,供应链上下游企业,75分位,20-25岁,上海市,无,5,82,0.73 ,1-2年,1,无,TRUE
潘娟,男,330431,10,销售经理,中级,学士,内推,阿里系,其他,20-25岁,北京市,无,8,262,1.08 ,2-5年,1,无,TRUE
孙明,男,446724,4,人力资源专员,中级,博士,招聘网站,传统主机厂,50分位,25-30岁,常州市,有,2,63,0.49 ,6个月-1年,8,无,TRUE
王娜,男,335362,4,运营经理,高级,博士,内推,腾讯系,50分位,40岁以上,常州市,无,1,145,0.00 ,5年以上,7,无,FALSE
郭丽,男,335022,7,市场专员,高级,硕士,猎头,阿里系,其他,35-40岁,北京市,有,1,19,1.53 ,6个月-1年,8,无,TRUE
汪敏,女,226989,9,技术总监,中级,博士,猎头,腾讯系,50分位,35-40岁,上海市,有,3,247,0.01 ,5年以上,1,有,TRUE
何军,男,355867,14,销售代表,初级,博士,内推,传统主机厂,75分位,20-25岁,其他城市,无,2,175,(0.97),6个月-1年,6,无,FALSE
廖敏,男,405025,2,财务分析师,高级,硕士,招聘网站,传统主机厂,75分位,35-40岁,常州市,有,3,370,1.35 ,2-5年,5,有,TRUE
赖静,男,2809,13,人力资源经理,中级,学士,招聘网站,供应链上下游企业,75分位,30-35岁,其他城市,无,10,11,1.55 ,2-5年,2,无,TRUE
许强,男,78724,2,产品经理,初级,硕士,招聘网站,传统主机厂,50分位,25-30岁,上海市,无,9,274,1.97 ,5年以上,9,有,TRUE
锺军,女,62352,13,运营专员,中级,博士,招聘网站,传统主机厂,50分位,35-40岁,常州市,有,6,325,1.64 ,6个月-1年,2,有,TRUE
何明,女,213768,13,数据分析师,中级,博士,内推,供应链上下游企业,其他,20-25岁,上海市,有,5,334,1.24 ,5年以上,5,有,TRUE
